D:\tmp\try6\IMG\center_2020_09_04_17_18_49_876.jpg,D:\tmp\try6\IMG\left_2020_09_04_17_18_49_876.jpg,D:\tmp\try6\IMG\right_2020_09_04_17_18_49_876.jpg,0,0,0,1.891247
D:\tmp\try6\IMG\center_2020_09_04_17_18_49_970.jpg,D:\tmp\try6\IMG\left_2020_09_04_17_18_49_970.jpg,D:\tmp\try6\IMG\right_2020_09_04_17_18_49_970.jpg,0,0,0,1.873324
D:\tmp\try6\IMG\center_2020_09_04_17_18_50_062.jpg,D:\tmp\try6\IMG\left_2020_09_04_17_18_50_062.jpg,D:\tmp\try6\IMG\right_2020_09_04_17_18_50_062.jpg,0,0,0,1.851122
D:\tmp\try6\IMG\center_2020_09_04_17_18_50_156.jpg,D:\tmp\try6\IMG\left_2020_09_04_17_18_50_156.jpg,D:\tmp\try6\IMG\right_2020_09_04_17_18_50_156.jpg,0,0,0,1.829142
D:\tmp\try6\IMG\center_2020_09_04_17_18_50_260.jpg,D:\tmp\try6\IMG\left_2020_09_04_17_18_50_260.jpg,D:\tmp\try6\IMG\right_2020_09_04_17_18_50_260.jpg,0,0,0,1.807383
D:\tmp\try6\IMG\center_2020_09_04_17_18_50_342.jpg,D:\tmp\try6\IMG\left_2020_09_04_17_18_50_342.jpg,D:\tmp\try6\IMG\right_2020_09_04_17_18_50_342.jpg,0,0,0,1.790133
D:\tmp\try6\IMG\center_2020_09_04_17_18_50_438.jpg,D:\tmp\try6\IMG\left_2020_09_04_17_18_50_438.jpg,D:\tmp\try6\IMG\right_2020_09_04_17_18_50_438.jpg,0,0,0,1.768765
D:\tmp\try6\IMG\center_2020_09_04_17_18_50_530.jpg,D:\tmp\try6\IMG\left_2020_09_04_17_18_50_530.jpg,D:\tmp\try6\IMG\right_2020_09_04_17_18_50_530.jpg,0,0,0,1.751825
D:\tmp\try6\IMG\center_2020_09_04_17_18_50_624.jpg,D:\tmp\try6\IMG\left_2020_09_04_17_18_50_624.jpg,D:\tmp\try6\IMG\right_2020_09_04_17_18_50_624.jpg,-0.25,0,0,1.727935
D:\tmp\try6\IMG\center_2020_09_04_17_18_50_733.jpg,D:\tmp\try6\IMG\left_2020_09_04_17_18_50_733.jpg,D:\tmp\try6\IMG\right_2020_09_04_17_18_50_733.jpg,-0.5000001,0,0,1.699677
D:\tmp\try6\IMG\center_2020_09_04_17_18_50_810.jpg,D:\tmp\try6\IMG\left_2020_09_04_17_18_50_810.jpg,D:\tmp\try6\IMG\right_2020_09_04_17_18_50_810.jpg,-0.7,0,0,1.673566
