D:\tmp\try4\IMG\center_2020_08_31_20_38_39_208.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_39_208.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_39_208.jpg,0,0,0,5.55523E-05
D:\tmp\try4\IMG\center_2020_08_31_20_38_39_319.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_39_319.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_39_319.jpg,0,0,0,5.480119E-05
D:\tmp\try4\IMG\center_2020_08_31_20_38_39_426.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_39_426.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_39_426.jpg,0,0,0,5.487734E-05
D:\tmp\try4\IMG\center_2020_08_31_20_38_39_533.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_39_533.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_39_533.jpg,0,0,0,5.55266E-05
D:\tmp\try4\IMG\center_2020_08_31_20_38_39_639.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_39_639.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_39_639.jpg,0,0,0,5.460969E-05
D:\tmp\try4\IMG\center_2020_08_31_20_38_39_744.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_39_744.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_39_744.jpg,0,0.1549824,0,0.0967321
D:\tmp\try4\IMG\center_2020_08_31_20_38_39_855.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_39_855.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_39_855.jpg,0,0.4723176,0,0.5410349
D:\tmp\try4\IMG\center_2020_08_31_20_38_39_961.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_39_961.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_39_961.jpg,0,0.7901496,0,1.570835
D:\tmp\try4\IMG\center_2020_08_31_20_38_40_069.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_40_069.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_40_069.jpg,0,0.467415,0,2.167723
D:\tmp\try4\IMG\center_2020_08_31_20_38_40_172.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_40_172.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_40_172.jpg,0,0.1392189,0,2.445705
D:\tmp\try4\IMG\center_2020_08_31_20_38_40_279.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_40_279.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_40_279.jpg,0,0,0,2.464591
D:\tmp\try4\IMG\center_2020_08_31_20_38_40_390.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_40_390.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_40_390.jpg,0,0,0,2.440934
D:\tmp\try4\IMG\center_2020_08_31_20_38_40_501.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_40_501.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_40_501.jpg,-0.3,0,0,2.406814
D:\tmp\try4\IMG\center_2020_08_31_20_38_40_604.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_40_604.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_40_604.jpg,-0.5500001,0,0,2.37115
D:\tmp\try4\IMG\center_2020_08_31_20_38_40_712.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_40_712.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_40_712.jpg,-0.8000001,0,0,2.327795
D:\tmp\try4\IMG\center_2020_08_31_20_38_40_819.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_40_819.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_40_819.jpg,-1,0,0,2.268107
D:\tmp\try4\IMG\center_2020_08_31_20_38_40_926.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_40_926.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_40_926.jpg,0,0,0,2.175759
D:\tmp\try4\IMG\center_2020_08_31_20_38_41_035.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_41_035.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_41_035.jpg,0,0,0,2.147261
D:\tmp\try4\IMG\center_2020_08_31_20_38_41_145.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_41_145.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_41_145.jpg,0,0,0,2.126646
D:\tmp\try4\IMG\center_2020_08_31_20_38_41_257.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_41_257.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_41_257.jpg,0,0,0,2.10219
D:\tmp\try4\IMG\center_2020_08_31_20_38_41_367.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_41_367.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_41_367.jpg,0,0,0,2.082036
D:\tmp\try4\IMG\center_2020_08_31_20_38_41_477.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_41_477.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_41_477.jpg,0,0,0,2.058117
D:\tmp\try4\IMG\center_2020_08_31_20_38_41_586.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_41_586.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_41_586.jpg,-0.25,0,0,2.034917
D:\tmp\try4\IMG\center_2020_08_31_20_38_41_696.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_41_696.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_41_696.jpg,-0.5500001,0,0,1.999994
D:\tmp\try4\IMG\center_2020_08_31_20_38_41_803.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_41_803.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_41_803.jpg,-0.8000001,0,0,1.963862
D:\tmp\try4\IMG\center_2020_08_31_20_38_41_916.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_41_916.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_41_916.jpg,-1,0,0,1.913774
D:\tmp\try4\IMG\center_2020_08_31_20_38_42_025.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_42_025.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_42_025.jpg,-1,0,0,1.885843
D:\tmp\try4\IMG\center_2020_08_31_20_38_42_137.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_42_137.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_42_137.jpg,0,0,0,1.803469
D:\tmp\try4\IMG\center_2020_08_31_20_38_42_244.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_42_244.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_42_244.jpg,0,0,0,1.786766
D:\tmp\try4\IMG\center_2020_08_31_20_38_42_354.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_42_354.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_42_354.jpg,0,0,0,1.767539
D:\tmp\try4\IMG\center_2020_08_31_20_38_42_465.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_42_465.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_42_465.jpg,0,0,0,1.751698
D:\tmp\try4\IMG\center_2020_08_31_20_38_42_572.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_42_572.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_42_572.jpg,0,0,0,1.736016
D:\tmp\try4\IMG\center_2020_08_31_20_38_42_682.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_42_682.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_42_682.jpg,-0.3,0,0,1.713505
D:\tmp\try4\IMG\center_2020_08_31_20_38_42_793.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_42_793.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_42_793.jpg,-0.6000001,0,0,1.684793
D:\tmp\try4\IMG\center_2020_08_31_20_38_42_904.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_42_904.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_42_904.jpg,-0.8500001,0,0,1.654286
D:\tmp\try4\IMG\center_2020_08_31_20_38_43_013.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_43_013.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_43_013.jpg,-1,0,0,1.615529
D:\tmp\try4\IMG\center_2020_08_31_20_38_43_122.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_43_122.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_43_122.jpg,-1,0,0,1.593149
D:\tmp\try4\IMG\center_2020_08_31_20_38_43_229.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_43_229.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_43_229.jpg,-1,0,0,1.571409
D:\tmp\try4\IMG\center_2020_08_31_20_38_43_341.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_43_341.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_43_341.jpg,0,0,0,1.503848
D:\tmp\try4\IMG\center_2020_08_31_20_38_43_449.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_43_449.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_43_449.jpg,0,0,0,1.491376
D:\tmp\try4\IMG\center_2020_08_31_20_38_43_555.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_43_555.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_43_555.jpg,0,0,0,1.476935
D:\tmp\try4\IMG\center_2020_08_31_20_38_43_665.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_43_665.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_43_665.jpg,0,0,0,1.465037
D:\tmp\try4\IMG\center_2020_08_31_20_38_43_777.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_43_777.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_43_777.jpg,0,0.1618965,0,1.520194
D:\tmp\try4\IMG\center_2020_08_31_20_38_43_886.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_43_886.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_43_886.jpg,0,0.4896711,0,2.102906
D:\tmp\try4\IMG\center_2020_08_31_20_38_43_987.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_43_987.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_43_987.jpg,0,0.4896618,0,2.795609
D:\tmp\try4\IMG\center_2020_08_31_20_38_44_099.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_44_099.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_44_099.jpg,0,0.1577568,0,3.114125
D:\tmp\try4\IMG\center_2020_08_31_20_38_44_208.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_44_208.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_44_208.jpg,-0.1,0,0,3.090057
D:\tmp\try4\IMG\center_2020_08_31_20_38_44_319.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_44_319.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_44_319.jpg,-0.4,0,0,3.042583
D:\tmp\try4\IMG\center_2020_08_31_20_38_44_427.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_44_427.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_44_427.jpg,-0.6500001,0,0,2.993591
D:\tmp\try4\IMG\center_2020_08_31_20_38_44_535.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_44_535.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_44_535.jpg,0,0,0,2.930634
D:\tmp\try4\IMG\center_2020_08_31_20_38_44_645.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_44_645.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_44_645.jpg,0,0,0,2.903624
D:\tmp\try4\IMG\center_2020_08_31_20_38_44_755.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_44_755.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_44_755.jpg,0,0,0,2.871622
D:\tmp\try4\IMG\center_2020_08_31_20_38_44_861.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_44_861.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_44_861.jpg,0,0,0,2.84525
D:\tmp\try4\IMG\center_2020_08_31_20_38_44_969.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_44_969.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_44_969.jpg,0,0,0,2.819142
D:\tmp\try4\IMG\center_2020_08_31_20_38_45_078.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_45_078.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_45_078.jpg,0,0,0,2.788158
D:\tmp\try4\IMG\center_2020_08_31_20_38_45_188.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_45_188.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_45_188.jpg,0,0,0,2.762625
D:\tmp\try4\IMG\center_2020_08_31_20_38_45_298.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_45_298.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_45_298.jpg,0,0,0,2.732321
D:\tmp\try4\IMG\center_2020_08_31_20_38_45_404.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_45_404.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_45_404.jpg,0,0,0,2.707347
D:\tmp\try4\IMG\center_2020_08_31_20_38_45_530.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_45_530.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_45_530.jpg,0,0,0,2.677709
D:\tmp\try4\IMG\center_2020_08_31_20_38_45_640.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_45_640.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_45_640.jpg,0,0,0,2.647512
D:\tmp\try4\IMG\center_2020_08_31_20_38_45_749.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_45_749.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_45_749.jpg,0,0,0,2.622004
D:\tmp\try4\IMG\center_2020_08_31_20_38_45_854.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_45_854.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_45_854.jpg,0,0,0,2.596755
D:\tmp\try4\IMG\center_2020_08_31_20_38_45_963.jpg,D:\tmp\try4\IMG\left_2020_08_31_20_38_45_963.jpg,D:\tmp\try4\IMG\right_2020_08_31_20_38_45_963.jpg,0,0,0,2.566792
